Expected Output,Actual Output,File name,Parsed Json file,Status
mascara,mascara,multi/at2G62.aiff,at2G-multi.json,PASSED
martini,martini,multi/at2G61.aiff,at2G-multi.json,PASSED
manufacture,manufacture,multi/at2G60.aiff,at2G-multi.json,PASSED
mispronounce,mispronounce,multi/at2G64.aiff,at2G-multi.json,PASSED
mighty,mighty,multi/at2G63.aiff,at2G-multi.json,PASSED
museum,museum,multi/at2G65.aiff,at2G-multi.json,PASSED
rodeo,rodeo,multi/at2G92.aiff,at2G-multi.json,PASSED
detrimental,detrimental,multi/at2G30.aiff,at2G-multi.json,PASSED
diabetes,diabetes,multi/at2G31.aiff,at2G-multi.json,PASSED
coronation,coronation,multi/at2G26.aiff,at2G-multi.json,PASSED
constellation,constellation,multi/at2G24.aiff,at2G-multi.json,PASSED
consume,consume,multi/at2G25.aiff,at2G-multi.json,PASSED
clarinet,clarinet,multi/at2G23.aiff,at2G-multi.json,PASSED
deactivate,deactivate,multi/at2G29.aiff,at2G-multi.json,PASSED
tiger,tiger,multi/at2G104.aiff,at2G-multi.json,PASSED
tomato,tomato,multi/at2G105.aiff,at2G-multi.json,PASSED
adapt,a death,multi/at2G1004.aiff,at2G-multi.json,FAILED
teamster,teamster,multi/at2G103.aiff,at2G-multi.json,PASSED
sweeten,sweden,multi/at2G101.aiff,at2G-multi.json,FAILED
tangerine,tangerine,multi/at2G102.aiff,at2G-multi.json,PASSED
absent,epson,multi/at2G0.aiff,at2G-multi.json,FAILED
superhighway,super highway,multi/at2G100.aiff,at2G-multi.json,FAILED
bazooka,bazooka,multi/at2G15.aiff,at2G-multi.json,PASSED
bikini,bikini,multi/at2G16.aiff,at2G-multi.json,PASSED
bombard,bombard,multi/at2G17.aiff,at2G-multi.json,PASSED
circumstance,circumstance,multi/at2G22.aiff,at2G-multi.json,PASSED
cemetery,cemetery,multi/at2G21.aiff,at2G-multi.json,PASSED
obsession,obsession,multi/at2G68.aiff,at2G-multi.json,PASSED
obedient,obedient,multi/at2G67.aiff,at2G-multi.json,PASSED
pastel,pesto,multi/at2G76.aiff,at2G-multi.json,FAILED
prolong,prolong,multi/at2G87.aiff,at2G-multi.json,PASSED
qualify,qualify,multi/at2G88.aiff,at2G-multi.json,PASSED
readable,readable,multi/at2G89.aiff,at2G-multi.json,PASSED
anonymous,anonymous,multi/at2G9.aiff,at2G-multi.json,PASSED
recording,recording,multi/at2G90.aiff,at2G-multi.json,PASSED
robin,robin,multi/at2G91.aiff,at2G-multi.json,PASSED
salamander,salamander,multi/at2G93.aiff,at2G-multi.json,PASSED
functionary,functionary,multi/at2G42.aiff,at2G-multi.json,PASSED
helicopter,helicopter,multi/at2G48.aiff,at2G-multi.json,PASSED
giant,giant,multi/at2G45.aiff,at2G-multi.json,PASSED
happily,happily,multi/at2G47.aiff,at2G-multi.json,PASSED
guitar,guitar,multi/at2G46.aiff,at2G-multi.json,PASSED
hurricane,hurricane,multi/at2G49.aiff,at2G-multi.json,PASSED
alibi,alibi,multi/at2G5.aiff,at2G-multi.json,PASSED
outdoors,outdoors,multi/at2G72.aiff,at2G-multi.json,PASSED
paranoia,paranoia,multi/at2G75.aiff,at2G-multi.json,PASSED
outshine,outside,multi/at2G73.aiff,at2G-multi.json,FAILED
paragraph,paragraph,multi/at2G74.aiff,at2G-multi.json,PASSED
opportune,opportun,multi/at2G70.aiff,at2G-multi.json,FAILED
alligator,alligator,multi/at2G7.aiff,at2G-multi.json,PASSED
victorious,victorious,multi/at2G111.aiff,at2G-multi.json,PASSED
armadillo,armadillo,multi/at2G11.aiff,at2G-multi.json,PASSED
unclean,unclean,multi/at2G109.aiff,at2G-multi.json,PASSED
underrate,under it,multi/at2G110.aiff,at2G-multi.json,FAILED
axle,axle,multi/at2G13.aiff,at2G-multi.json,PASSED
athletic,athletic,multi/at2G12.aiff,at2G-multi.json,PASSED
peninsula,peninsula,multi/at2G77.aiff,at2G-multi.json,PASSED
optimism,optimism,multi/at2G71.aiff,at2G-multi.json,PASSED
obtain,null,multi/at2G69.aiff,at2G-multi.json,FAILED
disapproval,dissaproval,multi/at2G33.aiff,at2G-multi.json,FAILED
earthy,earthy,multi/at2G35.aiff,at2G-multi.json,PASSED
discourteous,discordious,multi/at2G34.aiff,at2G-multi.json,FAILED
disagree,disagree,multi/at2G32.aiff,at2G-multi.json,PASSED
insulate,influte,multi/at2G52.aiff,at2G-multi.json,FAILED
porcupine,porcupine,multi/at2G81.aiff,at2G-multi.json,PASSED
potassium,potassium,multi/at2G82.aiff,at2G-multi.json,PASSED
exterior,exterior,multi/at2G38.aiff,at2G-multi.json,PASSED
feminine,feminine,multi/at2G39.aiff,at2G-multi.json,PASSED
equalizer,equalizer,multi/at2G36.aiff,at2G-multi.json,PASSED
evaporate,evaporate,multi/at2G37.aiff,at2G-multi.json,PASSED
kazoo,kazoo,multi/at2G55.aiff,at2G-multi.json,PASSED
caf,cafe,multi/at2G18.aiff,at2G-multi.json,FAILED
accelerate,accelerate,multi/at2G2.aiff,at2G-multi.json,PASSED
cauliflower,cauliflower,multi/at2G20.aiff,at2G-multi.json,PASSED
caterpillar,caterpillar,multi/at2G19.aiff,at2G-multi.json,PASSED
bassinet,bassinet,multi/at2G14.aiff,at2G-multi.json,PASSED
accuser,accuser,multi/at2G3.aiff,at2G-multi.json,PASSED
dandelion,dandelion,multi/at2G28.aiff,at2G-multi.json,PASSED
coyote,coyote,multi/at2G27.aiff,at2G-multi.json,PASSED
gallop,gallop,multi/at2G43.aiff,at2G-multi.json,PASSED
generalize,general lives,multi/at2G44.aiff,at2G-multi.json,FAILED
forecast,forecast,multi/at2G41.aiff,at2G-multi.json,PASSED
aquarium,aquarium,multi/at2G10.aiff,at2G-multi.json,PASSED
absentee,absolutely,multi/at2G1.aiff,at2G-multi.json,FAILED
unbroken,unbroken,multi/at2G108.aiff,at2G-multi.json,PASSED
mascara,mascara,multi/at2G1062.aiff,at2G-multi.json,PASSED
trombone,trombone,multi/at2G106.aiff,at2G-multi.json,PASSED
unadvised,uninvited,multi/at2G107.aiff,at2G-multi.json,FAILED
hid,head,at7J10005.aiff,at7J-vowel.json,FAILED
had,null,at7J10007.aiff,at7J-vowel.json,FAILED
hudd,hard,at7J10001.aiff,at7J-vowel.json,FAILED
hoed,hood,at7J10003.aiff,at7J-vowel.json,FAILED
hayed,head,at7J10002.aiff,at7J-vowel.json,FAILED
hod,hard,at7J10000.aiff,at7J-vowel.json,FAILED
who'd,good,at7J40008.aiff,at7J-vowel.json,FAILED
hid,head,at7J5.aiff,at7J-vowel.json,FAILED
had,null,at7J7.aiff,at7J-vowel.json,FAILED
head,head,at7J6.aiff,at7J-vowel.json,PASSED
who'd,good,at7J10008.aiff,at7J-vowel.json,FAILED
hood,hard,at7J10009.aiff,at7J-vowel.json,FAILED
heed,null,at7J10004.aiff,at7J-vowel.json,FAILED
head,head,at7J10006.aiff,at7J-vowel.json,PASSED
who'd,hood,at7J8.aiff,at7J-vowel.json,FAILED
hood,hard,at7J9.aiff,at7J-vowel.json,FAILED
hayed,hate,at7J2.aiff,at7J-vowel.json,FAILED
hod,hard,at7J0.aiff,at7J-vowel.json,FAILED
hoed,hood,at7J3.aiff,at7J-vowel.json,FAILED
hudd,hard,at7J1.aiff,at7J-vowel.json,FAILED
heed,null,at7J4.aiff,at7J-vowel.json,FAILED
hood,hood,at7J40009.aiff,at7J-vowel.json,PASSED
heed,null,at7J40004.aiff,at7J-vowel.json,FAILED
had,hat,at7J40007.aiff,at7J-vowel.json,FAILED
hid,head,at7J40005.aiff,at7J-vowel.json,FAILED
head,head,at7J40006.aiff,at7J-vowel.json,PASSED
hod,hard,at7J40000.aiff,at7J-vowel.json,FAILED
hayed,hade,at7J40002.aiff,at7J-vowel.json,FAILED
hudd,hard,at7J30001.aiff,at7J-vowel.json,FAILED
heed,null,at7J30004.aiff,at7J-vowel.json,FAILED
had,null,at7J30007.aiff,at7J-vowel.json,FAILED
hid,head,at7J30005.aiff,at7J-vowel.json,FAILED
head,head,at7J30006.aiff,at7J-vowel.json,PASSED
who'd,good,at7J20008.aiff,at7J-vowel.json,FAILED
hood,hard,at7J20009.aiff,at7J-vowel.json,FAILED
hoed,hood,at7J40003.aiff,at7J-vowel.json,FAILED
hudd,null,at7J40001.aiff,at7J-vowel.json,FAILED
who'd,good,at7J30008.aiff,at7J-vowel.json,FAILED
hood,hide,at7J30009.aiff,at7J-vowel.json,FAILED
hoed,hard,at7J30003.aiff,at7J-vowel.json,FAILED
hod,hard,at7J30000.aiff,at7J-vowel.json,FAILED
hayed,head,at7J30002.aiff,at7J-vowel.json,FAILED
hid,head,at7J20005.aiff,at7J-vowel.json,FAILED
hod,null,at7J20000.aiff,at7J-vowel.json,FAILED
hudd,null,at7J20001.aiff,at7J-vowel.json,FAILED
hoed,hard,at7J20003.aiff,at7J-vowel.json,FAILED
hayed,hair,at7J20002.aiff,at7J-vowel.json,FAILED
had,null,at7J20007.aiff,at7J-vowel.json,FAILED
heed,head,at7J20004.aiff,at7J-vowel.json,FAILED
head,head,at7J20006.aiff,at7J-vowel.json,PASSED
superhighway,super highway,multi/mi1G100.aiff,mi1g-multi.json,FAILED
absentee,epson t.,multi/mi1G1.aiff,mi1g-multi.json,FAILED
aquarium,aquarium,multi/mi1G10.aiff,mi1g-multi.json,PASSED
cemetery,cemetery,multi/mi1G21.aiff,mi1g-multi.json,PASSED
circumstance,circumstance,multi/mi1G22.aiff,mi1g-multi.json,PASSED
bassinet,basin net,multi/mi1G14.aiff,mi1g-multi.json,FAILED
bazooka,bazooka,multi/mi1G15.aiff,mi1g-multi.json,PASSED
bombard,bombard,multi/mi1G17.aiff,mi1g-multi.json,PASSED
bikini,bikini,multi/mi1G16.aiff,mi1g-multi.json,PASSED
caf,cafe,multi/mi1G18.aiff,mi1g-multi.json,FAILED
caterpillar,caterpillar,multi/mi1G19.aiff,mi1g-multi.json,PASSED
accelerate,accelerate,multi/mi1G2.aiff,mi1g-multi.json,PASSED
cauliflower,cauliflower,multi/mi1G20.aiff,mi1g-multi.json,PASSED
diabetes,diabetes,multi/mi1G31.aiff,mi1g-multi.json,PASSED
equalizer,equilizer,multi/mi1G1036.aiff,mi1g-multi.json,FAILED
tiger,tiger,multi/mi1G104.aiff,mi1g-multi.json,PASSED
tangerine,tangerine,multi/mi1G102.aiff,mi1g-multi.json,PASSED
bassinet,bassinet,multi/mi1G1014.aiff,mi1g-multi.json,PASSED
teamster,teamster,multi/mi1G103.aiff,mi1g-multi.json,PASSED
sweeten,sweden,multi/mi1G101.aiff,mi1g-multi.json,FAILED
absent,absent,multi/mi1G0.aiff,mi1g-multi.json,PASSED
detrimental,detrimental,multi/mi1G30.aiff,mi1g-multi.json,PASSED
clarinet,clarinet,multi/mi1G23.aiff,mi1g-multi.json,PASSED
constellation,constellation,multi/mi1G24.aiff,mi1g-multi.json,PASSED
consume,consume,multi/mi1G25.aiff,mi1g-multi.json,PASSED
coronation,coronation,multi/mi1G26.aiff,mi1g-multi.json,PASSED
coyote,coyote,multi/mi1G27.aiff,mi1g-multi.json,PASSED
dandelion,dandelion,multi/mi1G28.aiff,mi1g-multi.json,PASSED
deactivate,deactivate,multi/mi1G29.aiff,mi1g-multi.json,PASSED
accuser,accuser,multi/mi1G3.aiff,mi1g-multi.json,PASSED
feminism,feminism,multi/mi1G40.aiff,mi1g-multi.json,PASSED
adapt,adapt,multi/mi1G4.aiff,mi1g-multi.json,PASSED
discourteous,discourteous,multi/mi1G34.aiff,mi1g-multi.json,PASSED
disagree,disagree,multi/mi1G32.aiff,mi1g-multi.json,PASSED
disapproval,dissaproval,multi/mi1G33.aiff,mi1g-multi.json,FAILED
earthy,earthsea,multi/mi1G35.aiff,mi1g-multi.json,FAILED
equalizer,equalizer,multi/mi1G36.aiff,mi1g-multi.json,PASSED
exterior,exterior,multi/mi1G38.aiff,mi1g-multi.json,PASSED
feminine,feminine,multi/mi1G39.aiff,mi1g-multi.json,PASSED
evaporate,evaporate,multi/mi1G37.aiff,mi1g-multi.json,PASSED
spider,spider,multi/mi1G96.aiff,mi1g-multi.json,PASSED
strengthen,strengthen,multi/mi1G98.aiff,mi1g-multi.json,PASSED
sterile,sterile,multi/mi1G97.aiff,mi1g-multi.json,PASSED
subdivide,subdivide,multi/mi1G99.aiff,mi1g-multi.json,PASSED
malfunction,malfunction,multi/mi1G59.aiff,mi1g-multi.json,PASSED
macaroni,macaroni,multi/mi1G58.aiff,mi1g-multi.json,PASSED
lemonade,lemonade,multi/mi1G56.aiff,mi1g-multi.json,PASSED
kazoo,kazoo,multi/mi1G55.aiff,mi1g-multi.json,PASSED
kangeroo,kangaroo,multi/mi1G54.aiff,mi1g-multi.json,FAILED
liberator,liberator,multi/mi1G57.aiff,mi1g-multi.json,PASSED
incoherent,incoherent,multi/mi1G50.aiff,mi1g-multi.json,PASSED
influenza,influenza,multi/mi1G51.aiff,mi1g-multi.json,PASSED
iodine,iodine,multi/mi1G53.aiff,mi1g-multi.json,PASSED
insulate,insulate,multi/mi1G52.aiff,mi1g-multi.json,PASSED
hurricane,hurricane,multi/mi1G49.aiff,mi1g-multi.json,PASSED
alibi,alibi,multi/mi1G5.aiff,mi1g-multi.json,PASSED
forecast,forecast,multi/mi1G41.aiff,mi1g-multi.json,PASSED
guitar,guitar,multi/mi1G46.aiff,mi1g-multi.json,PASSED
athletic,athletic,multi/mi1G12.aiff,mi1g-multi.json,PASSED
axle,axle,multi/mi1G13.aiff,mi1g-multi.json,PASSED
armadillo,armadillo,multi/mi1G11.aiff,mi1g-multi.json,PASSED
victorious,victorious,multi/mi1G111.aiff,mi1g-multi.json,PASSED
underrate,underweight,multi/mi1G110.aiff,mi1g-multi.json,FAILED
unclean,unclean,multi/mi1G109.aiff,mi1g-multi.json,PASSED
tomato,tomato,multi/mi1G105.aiff,mi1g-multi.json,PASSED
martini,martini,multi/mi1G61.aiff,mi1g-multi.json,PASSED
manufacture,manufacture,multi/mi1G60.aiff,mi1g-multi.json,PASSED
mascara,mascara,multi/mi1G62.aiff,mi1g-multi.json,PASSED
nectarine,nectarine,multi/mi1G66.aiff,mi1g-multi.json,PASSED
mispronounce,miss pronounce,multi/mi1G64.aiff,mi1g-multi.json,FAILED
mighty,mighty,multi/mi1G63.aiff,mi1g-multi.json,PASSED
museum,museum,multi/mi1G65.aiff,mi1g-multi.json,PASSED
recording,recording,multi/mi1G90.aiff,mi1g-multi.json,PASSED
salamander,salamander,multi/mi1G93.aiff,mi1g-multi.json,PASSED
rodeo,rodeo,multi/mi1G92.aiff,mi1g-multi.json,PASSED
proclaim,proclaim,multi/mi1G85.aiff,mi1g-multi.json,PASSED
procrastinate,procrastinate,multi/mi1G86.aiff,mi1g-multi.json,PASSED
porcupine,porcupine,multi/mi1G81.aiff,mi1g-multi.json,PASSED
precipitate,precipitate,multi/mi1G83.aiff,mi1g-multi.json,PASSED
qualify,qualify,multi/mi1G88.aiff,mi1g-multi.json,PASSED
prolong,prolong,multi/mi1G87.aiff,mi1g-multi.json,PASSED
anonymous,anonymous,multi/mi1G9.aiff,mi1g-multi.json,PASSED
readable,readable,multi/mi1G89.aiff,mi1g-multi.json,PASSED
serenade,serenade,multi/mi1G95.aiff,mi1g-multi.json,PASSED
sarcastic,sarcastic,multi/mi1G94.aiff,mi1g-multi.json,PASSED
robin,robin,multi/mi1G91.aiff,mi1g-multi.json,PASSED
preferably,preferably,multi/mi1G84.aiff,mi1g-multi.json,PASSED
potassium,potassium,multi/mi1G82.aiff,mi1g-multi.json,PASSED
porcelain,porcelain,multi/mi1G80.aiff,mi1g-multi.json,PASSED
amphibian,amphibian,multi/mi1G8.aiff,mi1g-multi.json,PASSED
poisoner,poisoner,multi/mi1G79.aiff,mi1g-multi.json,PASSED
photographic,photographic,multi/mi1G78.aiff,mi1g-multi.json,PASSED
peninsula,peninsula,multi/mi1G77.aiff,mi1g-multi.json,PASSED
paragraph,paragraph,multi/mi1G74.aiff,mi1g-multi.json,PASSED
outdoors,outdoors,multi/mi1G72.aiff,mi1g-multi.json,PASSED
pastel,pastel,multi/mi1G76.aiff,mi1g-multi.json,PASSED
alligator,alligator,multi/mi1G7.aiff,mi1g-multi.json,PASSED
optimism,optimism,multi/mi1G71.aiff,mi1g-multi.json,PASSED
opportune,opportun,multi/mi1G70.aiff,mi1g-multi.json,FAILED
obtain,obtain,multi/mi1G69.aiff,mi1g-multi.json,PASSED
paranoia,paranoia,multi/mi1G75.aiff,mi1g-multi.json,PASSED
outshine,outshine,multi/mi1G73.aiff,mi1g-multi.json,PASSED
gallop,gallop,multi/mi1G43.aiff,mi1g-multi.json,PASSED
functionary,functionary,multi/mi1G42.aiff,mi1g-multi.json,PASSED
generalize,general eyes,multi/mi1G44.aiff,mi1g-multi.json,FAILED
giant,giant,multi/mi1G45.aiff,mi1g-multi.json,PASSED
happily,happily,multi/mi1G47.aiff,mi1g-multi.json,PASSED
helicopter,helicopter,multi/mi1G48.aiff,mi1g-multi.json,PASSED
trombone,trombone,multi/mi1G106.aiff,mi1g-multi.json,PASSED
unbroken,unbroken,multi/mi1G108.aiff,mi1g-multi.json,PASSED
unadvised,1 advised,multi/mi1G107.aiff,mi1g-multi.json,FAILED
obedient,obedient,multi/mi1G67.aiff,mi1g-multi.json,PASSED
obsession,obsession,multi/mi1G68.aiff,mi1g-multi.json,PASSED
alien,alien,multi/mi1G6.aiff,mi1g-multi.json,PASSED
wrong,wrong,cvc/mi1B75.aiff,mib-cvc.json,PASSED
caught,caught,cvc/mi1B8.aiff,mib-cvc.json,PASSED
coal,call,cvc/mi1B9.aiff,mib-cvc.json,FAILED
wet,wet,cvc/mi1B73.aiff,mib-cvc.json,PASSED
walk,walk,cvc/mi1B71.aiff,mib-cvc.json,PASSED
wall,wall,cvc/mi1B72.aiff,mib-cvc.json,PASSED
wool,wool,cvc/mi1B74.aiff,mib-cvc.json,PASSED
fail,fail,cvc/mi1B24.aiff,mib-cvc.json,PASSED
dull,doll,cvc/mi1B22.aiff,mib-cvc.json,FAILED
doll,doll,cvc/mi1B20.aiff,mib-cvc.json,PASSED
fade,fade,cvc/mi1B23.aiff,mib-cvc.json,PASSED
head,head,cvc/mi1B34.aiff,mib-cvc.json,PASSED
guide,guide,cvc/mi1B33.aiff,mib-cvc.json,PASSED
fell,foul,cvc/mi1B26.aiff,mib-cvc.json,FAILED
fire,fire,cvc/mi1B27.aiff,mib-cvc.json,PASSED
pal,pal,cvc/mi1B52.aiff,mib-cvc.json,PASSED
mile,mile,cvc/mi1B49.aiff,mib-cvc.json,PASSED
cab,cab,cvc/mi1B5.aiff,mib-cvc.json,PASSED
meal,meal,cvc/mi1B48.aiff,mib-cvc.json,PASSED
mill,no,cvc/mi1B50.aiff,mib-cvc.json,FAILED
lull,lol,cvc/mi1B44.aiff,mib-cvc.json,FAILED
lung,long,cvc/mi1B45.aiff,mib-cvc.json,FAILED
math,math,cvc/mi1B47.aiff,mib-cvc.json,PASSED
main,maine,cvc/mi1B46.aiff,mib-cvc.json,FAILED
death,death,cvc/mi1B16.aiff,mib-cvc.json,PASSED
cough,cough,cvc/mi1B15.aiff,mib-cvc.json,PASSED
south,south,cvc/mi1B1063.aiff,mib-cvc.json,PASSED
bite,bite,cvc/mi1B1.aiff,mib-cvc.json,PASSED
bean,bean,cvc/mi1B0.aiff,mib-cvc.json,PASSED
fool,fool,cvc/mi1B28.aiff,mib-cvc.json,PASSED
foul,foul,cvc/mi1B29.aiff,mib-cvc.json,PASSED
code,code,cvc/mi1B10.aiff,mib-cvc.json,PASSED
cot,cot,cvc/mi1B14.aiff,mib-cvc.json,PASSED
con,null,cvc/mi1B12.aiff,mib-cvc.json,FAILED
cool,cool,cvc/mi1B13.aiff,mib-cvc.json,PASSED
coin,coin,cvc/mi1B11.aiff,mib-cvc.json,PASSED
sail,sale,cvc/mi1B60.aiff,mib-cvc.json,FAILED
sell,cell,cvc/mi1B61.aiff,mib-cvc.json,FAILED
pin,pen,cvc/mi1B54.aiff,mib-cvc.json,FAILED
poke,hulk,cvc/mi1B55.aiff,mib-cvc.json,FAILED
pen,pen,cvc/mi1B53.aiff,mib-cvc.json,PASSED
pool,pool,cvc/mi1B56.aiff,mib-cvc.json,PASSED
pull,pole,cvc/mi1B57.aiff,mib-cvc.json,FAILED
rip,rip,cvc/mi1B59.aiff,mib-cvc.json,PASSED
rice,rice,cvc/mi1B58.aiff,mib-cvc.json,PASSED
calm,calm,cvc/mi1B6.aiff,mib-cvc.json,PASSED
void,void,cvc/mi1B70.aiff,mib-cvc.json,PASSED
can,can,cvc/mi1B7.aiff,mib-cvc.json,PASSED
sour,sour,cvc/mi1B62.aiff,mib-cvc.json,PASSED
south,soup,cvc/mi1B63.aiff,mib-cvc.json,FAILED
tool,tool,cvc/mi1B65.aiff,mib-cvc.json,PASSED
tape,tape,cvc/mi1B64.aiff,mib-cvc.json,PASSED
town,town,cvc/mi1B67.aiff,mib-cvc.json,PASSED
towel,towel,cvc/mi1B66.aiff,mib-cvc.json,PASSED
tube,tube,cvc/mi1B68.aiff,mib-cvc.json,PASSED
voice,voice,cvc/mi1B69.aiff,mib-cvc.json,PASSED
loyal,loyal,cvc/mi1B42.aiff,mib-cvc.json,PASSED
luck,lock,cvc/mi1B43.aiff,mib-cvc.json,FAILED
full,fall,cvc/mi1B30.aiff,mib-cvc.json,FAILED
boil,boil,cvc/mi1B3.aiff,mib-cvc.json,PASSED
good,good,cvc/mi1B32.aiff,mib-cvc.json,PASSED
feed,feed,cvc/mi1B25.aiff,mib-cvc.json,PASSED
dig,dig,cvc/mi1B17.aiff,mib-cvc.json,PASSED
boat,boat,cvc/mi1B2.aiff,mib-cvc.json,PASSED
dock,dock,cvc/mi1B19.aiff,mib-cvc.json,PASSED
dime,time,cvc/mi1B18.aiff,mib-cvc.json,FAILED
doubt,doubt,cvc/mi1B21.aiff,mib-cvc.json,PASSED
lit,lit,cvc/mi1B39.aiff,mib-cvc.json,PASSED
bull,pole,cvc/mi1B4.aiff,mib-cvc.json,FAILED
love,5,cvc/mi1B41.aiff,mib-cvc.json,FAILED
keep,keep,cvc/mi1B38.aiff,mib-cvc.json,PASSED
hill,hill,cvc/mi1B36.aiff,mib-cvc.json,PASSED
home,home,cvc/mi1B37.aiff,mib-cvc.json,PASSED
heal,heal,cvc/mi1B35.aiff,mib-cvc.json,PASSED
loud,loud,cvc/mi1B40.aiff,mib-cvc.json,PASSED
gap,gap,cvc/mi1B31.aiff,mib-cvc.json,PASSED
mob,mob,cvc/mi1B51.aiff,mib-cvc.json,PASSED
who'd,food,vowel/ne1J10008.aiff,ne1j-vowel.json,FAILED
hood,good,vowel/ne1J10009.aiff,ne1j-vowel.json,FAILED
hod,hard,vowel/ne1J20000.aiff,ne1j-vowel.json,FAILED
hid,head,vowel/ne1J30005.aiff,ne1j-vowel.json,FAILED
heed,hied,vowel/ne1J30004.aiff,ne1j-vowel.json,FAILED
who'd,food,vowel/ne1J20008.aiff,ne1j-vowel.json,FAILED
hoed,hood,vowel/ne1J3.aiff,ne1j-vowel.json,FAILED
head,head,vowel/ne1J20006.aiff,ne1j-vowel.json,PASSED
hid,head,vowel/ne1J20005.aiff,ne1j-vowel.json,FAILED
hoed,heard,vowel/ne1J20003.aiff,ne1j-vowel.json,FAILED
hayed,hade,vowel/ne1J20002.aiff,ne1j-vowel.json,FAILED
hudd,hud,vowel/ne1J20001.aiff,ne1j-vowel.json,FAILED
heed,d. heed,vowel/ne1J20004.aiff,ne1j-vowel.json,FAILED
hayed,hate,vowel/ne1J2.aiff,ne1j-vowel.json,FAILED
hood,hood,vowel/ne1J20009.aiff,ne1j-vowel.json,PASSED
had,had,vowel/ne1J20007.aiff,ne1j-vowel.json,PASSED
hayed,hade,vowel/ne1J30002.aiff,ne1j-vowel.json,FAILED
hod,hard,vowel/ne1J30000.aiff,ne1j-vowel.json,FAILED
hoed,heard,vowel/ne1J30003.aiff,ne1j-vowel.json,FAILED
hudd,hide,vowel/ne1J30001.aiff,ne1j-vowel.json,FAILED
had,had,vowel/ne1J30007.aiff,ne1j-vowel.json,PASSED
who'd,food,vowel/ne1J30008.aiff,ne1j-vowel.json,FAILED
hood,good,vowel/ne1J30009.aiff,ne1j-vowel.json,FAILED
head,head,vowel/ne1J30006.aiff,ne1j-vowel.json,PASSED
heed,heat,vowel/ne1J40004.aiff,ne1j-vowel.json,FAILED
hoed,hood,vowel/ne1J40003.aiff,ne1j-vowel.json,FAILED
heed,guide,vowel/ne1J4.aiff,ne1j-vowel.json,FAILED
hod,hard,vowel/ne1J40000.aiff,ne1j-vowel.json,FAILED
hayed,head,vowel/ne1J40002.aiff,ne1j-vowel.json,FAILED
hudd,hood,vowel/ne1J40001.aiff,ne1j-vowel.json,FAILED
hood,good,vowel/ne1J9.aiff,ne1j-vowel.json,FAILED
who'd,food,vowel/ne1J8.aiff,ne1j-vowel.json,FAILED
head,head,vowel/ne1J6.aiff,ne1j-vowel.json,PASSED
hood,hood,vowel/ne1J40009.aiff,ne1j-vowel.json,PASSED
hid,hid,vowel/ne1J5.aiff,ne1j-vowel.json,PASSED
had,pad,vowel/ne1J7.aiff,ne1j-vowel.json,FAILED
head,head,vowel/ne1J40006.aiff,ne1j-vowel.json,PASSED
had,pad,vowel/ne1J40007.aiff,ne1j-vowel.json,FAILED
who'd,good,vowel/ne1J40008.aiff,ne1j-vowel.json,FAILED
hid,head,vowel/ne1J40005.aiff,ne1j-vowel.json,FAILED
had,had,vowel/ne1J10007.aiff,ne1j-vowel.json,PASSED
head,head,vowel/ne1J10006.aiff,ne1j-vowel.json,PASSED
hudd,hud,vowel/ne1J10001.aiff,ne1j-vowel.json,FAILED
hayed,hate,vowel/ne1J10002.aiff,ne1j-vowel.json,FAILED
hoed,heard,vowel/ne1J10003.aiff,ne1j-vowel.json,FAILED
heed,hied,vowel/ne1J10004.aiff,ne1j-vowel.json,FAILED
hid,head,vowel/ne1J10005.aiff,ne1j-vowel.json,FAILED
hod,hard,vowel/ne1J10000.aiff,ne1j-vowel.json,FAILED
hod,hard,vowel/ne1J0.aiff,ne1j-vowel.json,FAILED
hudd,hud,vowel/ne1J1.aiff,ne1j-vowel.json,FAILED
malfunction,malfunction,ne9G59.aiff,ne9G-multi.json,PASSED
macaroni,macaroni,ne9G58.aiff,ne9G-multi.json,PASSED
kangeroo,kangaroo,ne9G54.aiff,ne9G-multi.json,FAILED
kazoo,kazoo,ne9G55.aiff,ne9G-multi.json,PASSED
lemonade,lemonade,ne9G56.aiff,ne9G-multi.json,PASSED
liberator,liberator,ne9G57.aiff,ne9G-multi.json,PASSED
influenza,influenza,ne9G51.aiff,ne9G-multi.json,PASSED
insulate,null,ne9G52.aiff,ne9G-multi.json,FAILED
iodine,iodine,ne9G53.aiff,ne9G-multi.json,PASSED
incoherent,incoherent,ne9G50.aiff,ne9G-multi.json,PASSED
hurricane,hurricane,ne9G49.aiff,ne9G-multi.json,PASSED
helicopter,helicopter,ne9G48.aiff,ne9G-multi.json,PASSED
forecast,forecast,ne9G41.aiff,ne9G-multi.json,PASSED
functionary,functionary,ne9G42.aiff,ne9G-multi.json,PASSED
feminism,feminism,ne9G40.aiff,ne9G-multi.json,PASSED
gallop,gallop,ne9G43.aiff,ne9G-multi.json,PASSED
guitar,guitar,ne9G46.aiff,ne9G-multi.json,PASSED
generalize,general eyes,ne9G44.aiff,ne9G-multi.json,FAILED
happily,happily,ne9G47.aiff,ne9G-multi.json,PASSED
giant,giant,ne9G45.aiff,ne9G-multi.json,PASSED
exterior,inferior,ne9G38.aiff,ne9G-multi.json,FAILED
feminine,feminine,ne9G39.aiff,ne9G-multi.json,PASSED
discourteous,discordious,ne9G34.aiff,ne9G-multi.json,FAILED
